Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S,FamilySize,FarePerPerson,IsAlone,AgeGroup_Teenager,AgeGroup_Young,AgeGroup_Adult,AgeGroup_Old,Age_Scaled
0,2,1,33.0,0,0,0.023959204355324663,0,1,1,0.023959204355324663,0,0,0,1,0,0.27961181545932834
0,3,0,28.0,1,0,0.028212719478023115,0,0,2,0.014106359739011557,0,0,1,0,0,-0.10463740114712752
1,3,0,28.0,1,0,0.030253985132996517,1,0,2,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
0,2,1,29.0,0,0,0.020494635090094415,0,1,1,0.020494635090094415,0,0,1,0,0,-0.027787557825836348
0,3,1,22.0,0,0,0.013907073811135496,0,1,1,0.013907073811135496,0,0,1,0,0,-0.5657364610748746
0,3,1,30.0,0,0,0.014102260811993537,0,0,1,0.014102260811993537,0,0,1,0,0,0.04906228549545483
0,1,1,44.0,2,0,0.17566830077223786,1,0,3,0.05855610025741262,0,0,0,1,0,1.1249600919935314
0,3,0,25.0,0,0,0.015175789316712771,0,1,1,0.015175789316712771,0,0,1,0,0,-0.33518693111100106
1,2,0,24.0,0,2,0.028302115124416098,0,1,3,0.009434038374805366,0,0,1,0,0,-0.41203677443229225
1,1,1,37.0,1,1,0.10257896680493714,0,1,3,0.034192988934979046,0,0,0,1,0,0.5870111887444931
0,2,1,54.0,1,0,0.050748620223090936,0,1,2,0.025374310111545468,0,0,0,0,1,1.893458525206443
0,3,1,28.0,0,0,0.014151057562208049,0,1,1,0.014151057562208049,0,0,1,0,0,-0.10463740114712752
0,3,0,29.0,1,1,0.02042143996477265,0,1,3,0.006807146654924217,0,0,1,0,0,-0.027787557825836348
0,1,1,62.0,0,0,0.051822148727810165,0,1,1,0.051822148727810165,0,0,0,0,1,2.5082572717767726
0,3,1,30.0,1,0,0.031425107138144774,0,1,2,0.015712553569072387,0,0,1,0,0,0.04906228549545483
0,3,0,41.0,0,2,0.039452172548431745,0,1,3,0.013150724182810583,0,0,0,1,0,0.8944105620296577
1,3,0,29.0,0,2,0.029757819776815374,0,0,3,0.009919273258938457,0,0,1,0,0,-0.027787557825836348
1,1,0,28.0,0,0,0.15458810467956932,0,0,1,0.15458810467956932,0,0,1,0,0,-0.10463740114712752
1,1,0,30.0,0,0,0.16883675574220638,0,1,1,0.16883675574220638,0,0,1,0,0,0.04906228549545483
1,1,0,35.0,0,0,1.0,0,0,1,1.0,0,0,0,1,0,0.4333115021019107
1,2,0,50.0,0,1,0.050748620223090936,0,1,2,0.025374310111545468,0,0,0,1,0,1.5860591519212783
0,3,1,28.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
1,3,1,3.0,4,2,0.06126431989431795,0,1,7,0.008752045699188278,0,0,0,0,0,-2.025883484179407
0,1,1,52.0,1,1,0.1554664461834305,0,1,3,0.051822148727810165,0,0,0,0,1,1.7397588385638607
0,1,1,40.0,0,0,0.0,0,1,1,0.0,0,0,0,1,0,0.8175607187083667
0,3,0,28.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
0,2,1,36.0,0,0,0.020494635090094415,0,1,1,0.020494635090094415,0,0,0,1,0,0.5101613454232019
0,3,1,16.0,4,1,0.07746484096553544,0,1,6,0.012910806827589239,0,1,0,0,0,-1.0268355210026217
1,3,1,25.0,1,0,0.015175789316712771,0,1,2,0.0075878946583563854,0,0,1,0,0,-0.33518693111100106
1,1,0,58.0,0,1,0.2995388511917728,0,1,2,0.1497694255958864,0,0,0,0,1,2.200857898491608
1,1,0,35.0,0,0,0.2647385704347907,0,1,1,0.2647385704347907,0,0,0,1,0,0.4333115021019107
0,1,1,28.0,0,0,0.060507970265993034,0,1,1,0.060507970265993034,0,0,1,0,0,-0.10463740114712752
1,3,1,25.0,0,0,0.0,0,1,1,0.0,0,0,1,0,0,-0.33518693111100106
1,2,0,41.0,0,1,0.038061465167318204,0,1,2,0.019030732583659102,0,0,0,1,0,0.8944105620296577
0,1,1,37.0,0,1,0.057970539254838485,0,0,2,0.028985269627419243,0,0,0,1,0,0.5870111887444931
1,3,0,28.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
1,1,0,63.0,1,0,0.15216446768991498,0,1,2,0.07608223384495749,0,0,0,0,1,2.585107115098064
0,3,0,45.0,0,0,0.015126992566498259,0,1,1,0.015126992566498259,0,0,0,1,0,1.2018099353148226
0,2,1,28.0,0,0,0.0,0,1,1,0.0,0,0,1,0,0,-0.10463740114712752
0,3,1,7.0,4,1,0.05684821399990475,1,0,6,0.009474702333317458,0,0,0,0,0,-1.7184841108942424
1,3,0,35.0,1,1,0.03952536767375352,0,1,3,0.013175122557917838,0,0,0,1,0,0.4333115021019107
0,3,1,65.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,0,0,1,2.738806801740646
0,3,1,28.0,0,0,0.015330377421392339,0,1,1,0.015330377421392339,0,0,1,0,0,-0.10463740114712752
0,3,1,16.0,0,0,0.018542765081513996,0,1,1,0.018542765081513996,0,1,0,0,0,-1.0268355210026217
1,3,1,19.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.7962859910387481
0,1,1,28.0,0,0,0.050748620223090936,0,1,1,0.050748620223090936,0,0,1,0,0,-0.10463740114712752
0,3,1,33.0,0,0,0.016908073949327893,0,0,1,0.016908073949327893,0,0,0,1,0,0.27961181545932834
1,3,1,30.0,0,0,0.018542765081513996,0,1,1,0.018542765081513996,0,0,1,0,0,0.04906228549545483
0,3,1,22.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,1,0,0,-0.5657364610748746
1,2,1,42.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,0,1,0,0.9712604053509489
1,3,0,22.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.5657364610748746
1,1,0,26.0,0,0,0.15390495017656614,0,1,1,0.15390495017656614,0,0,1,0,0,-0.2583370877897099
1,1,0,19.0,1,0,0.17777475888549785,0,0,2,0.08888737944274892,0,0,1,0,0,-0.7962859910387481
0,2,1,36.0,0,0,0.025130326360472913,0,0,1,0.025130326360472913,0,0,0,1,0,0.5101613454232019
0,3,0,24.0,0,0,0.01727404957593672,0,1,1,0.01727404957593672,0,0,1,0,0,-0.41203677443229225
0,3,1,24.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,1,0,0,-0.41203677443229225
0,1,1,28.0,0,0,0.05410739813385612,0,0,1,0.05410739813385612,0,0,1,0,0,-0.10463740114712752
0,3,1,23.5,0,0,0.014110458666029575,0,0,1,0.014110458666029575,0,0,1,0,0,-0.45046169609293785
0,1,0,2.0,1,2,0.29580589980036276,0,1,4,0.07395147495009069,0,0,0,0,0,-2.1027333275006983
1,1,1,28.0,0,0,0.05953203526170282,0,1,1,0.05953203526170282,0,0,1,0,0,-0.10463740114712752
1,1,0,50.0,0,1,0.4831284260198326,0,0,2,0.2415642130099163,0,0,0,1,0,1.5860591519212783
1,3,0,28.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
1,3,1,28.0,2,0,0.04538097769949478,1,0,3,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
0,3,1,19.0,0,0,0.0,0,1,1,0.0,0,0,1,0,0,-0.7962859910387481
1,2,0,28.0,0,0,0.024105594605968193,1,0,1,0.024105594605968193,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.10463740114712752
1,1,1,0.92,1,2,0.29580589980036276,0,1,4,0.07395147495009069,0,0,0,0,0,-2.1857311582876924
1,1,0,28.0,0,0,0.21642978772242535,0,0,1,0.21642978772242535,0,0,1,0,0,-0.10463740114712752
1,1,0,17.0,1,0,0.2125586439344078,0,0,2,0.1062793219672039,0,1,0,0,0,-0.9499856776813305
0,2,1,30.0,1,0,0.04684488020593009,0,0,2,0.023422440102965045,0,0,1,0,0,0.04906228549545483
1,1,0,30.0,0,0,0.11111839809247648,0,0,1,0.11111839809247648,0,0,1,0,0,0.04906228549545483
1,1,0,24.0,0,0,0.16231419173453318,0,0,1,0.16231419173453318,0,0,1,0,0,-0.41203677443229225
1,1,0,18.0,2,2,0.5121218935012878,0,0,5,0.10242437870025757,0,1,0,0,0,-0.8731358343600393
0,2,0,26.0,1,1,0.050748620223090936,0,1,3,0.01691620674103031,0,0,1,0,0,-0.2583370877897099
0,3,1,28.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,1,0,0,-0.10463740114712752
0,2,1,43.0,1,1,0.05123658772523604,0,1,3,0.01707886257507868,0,0,0,1,0,1.0481102486722402
1,3,0,26.0,0,0,0.015330377421392339,0,1,1,0.015330377421392339,0,0,1,0,0,-0.2583370877897099
1,2,0,24.0,1,0,0.050748620223090936,0,1,2,0.025374310111545468,0,0,1,0,0,-0.41203677443229225
0,2,1,54.0,0,0,0.027326180120125887,0,1,1,0.027326180120125887,0,0,0,0,1,1.893458525206443
1,1,0,31.0,0,2,0.32179836714362564,0,1,3,0.10726612238120854,0,0,0,1,0,0.12591212881674602
1,1,0,40.0,1,1,0.2625265161540666,0,0,3,0.08750883871802219,0,0,0,1,0,0.8175607187083667
0,3,1,22.0,0,0,0.014151057562208049,0,1,1,0.014151057562208049,0,0,1,0,0,-0.5657364610748746
0,3,1,27.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,1,0,0,-0.1814872444684187
1,2,0,30.0,0,0,0.024105594605968193,1,0,1,0.024105594605968193,0,0,1,0,0,0.04906228549545483
1,2,0,22.0,1,1,0.056604230248832196,0,1,3,0.018868076749610732,0,0,1,0,0,-0.5657364610748746
0,3,1,28.0,8,2,0.13575255909676825,0,1,11,0.01234114173606984,0,0,1,0,0,-0.10463740114712752
1,1,0,36.0,0,0,0.2647385704347907,0,0,1,0.2647385704347907,0,0,0,1,0,0.5101613454232019
0,3,1,61.0,0,0,0.012174789178520372,0,1,1,0.012174789178520372,0,0,0,0,1,2.4314074284554814
1,2,0,36.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,0,1,0,0.5101613454232019
1,3,0,31.0,1,1,0.04006213192611313,0,1,3,0.013354043975371042,0,0,0,1,0,0.12591212881674602
1,1,0,16.0,0,1,0.11316786160148591,0,0,2,0.056583930800742956,0,1,0,0,0,-1.0268355210026217
1,3,0,28.0,2,0,0.04538097769949478,1,0,3,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
0,1,1,45.5,0,0,0.055628295244541985,0,1,1,0.055628295244541985,0,0,0,1,0,1.2402348569754682
0,1,1,38.0,0,1,0.2995388511917728,0,1,2,0.1497694255958864,0,0,0,1,0,0.6638610320657843
0,3,1,16.0,2,0,0.03513366015444757,0,1,3,0.011711220051482523,0,1,0,0,0,-1.0268355210026217
1,1,0,28.0,1,0,0.2608674266467732,0,1,2,0.1304337133233866,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,1,0,0,-0.10463740114712752
0,1,1,29.0,1,0,0.12999454257145598,0,1,2,0.06499727128572799,0,0,1,0,0,-0.027787557825836348
1,1,0,41.0,0,0,0.2625265161540666,0,0,1,0.2625265161540666,0,0,0,1,0,0.8944105620296577
1,3,1,45.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,0,1,0,1.2018099353148226
0,1,1,45.0,0,0,0.06929138530460494,0,1,1,0.06929138530460494,0,0,0,1,0,1.2018099353148226
1,2,1,2.0,1,1,0.050748620223090936,0,1,3,0.01691620674103031,0,0,0,0,0,-2.1027333275006983
1,1,0,24.0,3,2,0.5133418122566507,0,1,6,0.08555696870944177,0,0,1,0,0,-0.41203677443229225
0,2,1,28.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,1,0,0,-0.10463740114712752
0,2,1,25.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,1,0,0,-0.33518693111100106
0,2,1,36.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,0,1,0,0.5101613454232019
1,2,0,24.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,1,0,0,-0.41203677443229225
1,2,0,40.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,0,1,0,0.8175607187083667
1,3,0,28.0,1,0,0.031425107138144774,0,1,2,0.015712553569072387,0,0,1,0,0,-0.10463740114712752
1,3,1,3.0,1,1,0.031034733136428686,0,1,3,0.010344911045476229,0,0,0,0,0,-2.025883484179407
0,3,1,42.0,0,0,0.016908073949327893,0,1,1,0.016908073949327893,0,0,0,1,0,0.9712604053509489
0,3,1,23.0,0,0,0.01800600082915438,0,1,1,0.01800600082915438,0,0,1,0,0,-0.48888661775358344
0,1,1,28.0,0,0,0.06831545030031472,0,1,1,0.06831545030031472,0,0,1,0,0,-0.10463740114712752
0,3,1,15.0,1,1,0.014110458666029575,0,0,3,0.004703486222009858,0,1,0,0,0,-1.1036853643239128
0,3,1,25.0,1,0,0.034743286152731485,0,1,2,0.017371643076365743,0,0,1,0,0,-0.33518693111100106
0,3,1,28.0,0,0,0.014102260811993537,0,0,1,0.014102260811993537,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,0,0,0.018542765081513996,0,1,1,0.018542765081513996,0,0,1,0,0,-0.10463740114712752
1,1,0,22.0,0,1,0.10735285047192313,0,1,2,0.05367642523596156,0,0,1,0,0,-0.5657364610748746
0,2,0,38.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,0,1,0,0.6638610320657843
1,3,0,28.0,0,0,0.01537917417160685,1,0,1,0.01537917417160685,0,0,1,0,0,-0.10463740114712752
1,3,0,28.0,0,0,0.01537917417160685,1,0,1,0.01537917417160685,0,0,1,0,0,-0.10463740114712752
0,3,1,40.0,1,4,0.05445717323939373,0,1,6,0.009076195539898954,0,0,0,1,0,0.8175607187083667
0,2,1,29.0,1,0,0.05410739813385612,0,0,2,0.02705369906692806,0,0,1,0,0,-0.027787557825836348
0,3,0,45.0,0,1,0.028212719478023115,0,0,2,0.014106359739011557,0,0,0,1,0,1.2018099353148226
0,3,1,35.0,0,0,0.013760683560491965,0,1,1,0.013760683560491965,0,0,0,1,0,0.4333115021019107
0,3,1,28.0,1,0,0.030253985132996517,1,0,2,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
0,3,1,30.0,0,0,0.014151057562208049,0,1,1,0.014151057562208049,0,0,1,0,0,0.04906228549545483
1,1,0,60.0,1,0,0.14687821814567664,0,0,2,0.07343910907283832,0,0,0,0,1,2.3545575851341902
1,3,0,28.0,0,0,0.014110458666029575,0,0,1,0.014110458666029575,0,0,1,0,0,-0.10463740114712752
1,3,0,28.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
1,1,0,24.0,0,0,0.13526459159462315,0,0,1,0.13526459159462315,0,0,1,0,0,-0.41203677443229225
1,1,1,25.0,1,0,0.1082149914547131,0,0,2,0.05410749572735655,0,0,1,0,0,-0.33518693111100106
0,3,1,18.0,1,0,0.012678957201736696,0,1,2,0.006339478600868348,0,1,0,0,0,-0.8731358343600393
0,3,1,19.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.7962859910387481
0,1,1,22.0,0,0,0.2647385704347907,0,0,1,0.2647385704347907,0,0,1,0,0,-0.5657364610748746
0,3,0,3.0,3,1,0.04113566043083236,0,1,5,0.008227132086166471,0,0,0,0,0,-2.025883484179407
1,1,0,28.0,1,0,0.16038672010106003,0,0,2,0.08019336005053002,0,0,1,0,0,-0.10463740114712752
1,3,0,22.0,0,0,0.014151057562208049,0,1,1,0.014151057562208049,0,0,1,0,0,-0.5657364610748746
0,1,1,27.0,0,2,0.41282050681475896,0,0,3,0.13760683560491965,0,0,1,0,0,-0.1814872444684187
0,3,1,20.0,0,0,0.007831878409428937,0,0,1,0.007831878409428937,0,0,1,0,0,-0.719436147717457
0,3,1,19.0,0,0,0.015175789316712771,0,1,1,0.015175789316712771,0,0,1,0,0,-0.7962859910387481
1,1,0,42.0,0,0,0.4440992237022602,0,0,1,0.4440992237022602,0,0,0,1,0,0.9712604053509489
1,3,0,1.0,0,2,0.030725752114070404,0,0,3,0.010241917371356801,0,0,0,0,0,-2.1795831708219895
0,3,1,32.0,0,0,0.015468569817999833,0,1,1,0.015468569817999833,0,0,0,1,0,0.20276197213803718
1,1,0,35.0,1,0,0.10149724044618187,0,1,2,0.050748620223090936,0,0,0,1,0,0.4333115021019107
0,3,1,28.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,1,0,0,-0.10463740114712752
0,2,1,18.0,0,0,0.1434624456306609,0,1,1,0.1434624456306609,0,1,0,0,0,-0.8731358343600393
0,3,1,1.0,5,2,0.09154270340242172,0,1,8,0.011442837925302715,0,0,0,0,0,-2.1795831708219895
1,2,0,36.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,0,1,0,0.5101613454232019
0,3,1,28.0,0,0,0.015086393670319786,1,0,1,0.015086393670319786,0,0,1,0,0,-0.10463740114712752
1,2,0,17.0,0,0,0.023422440102965045,0,0,1,0.023422440102965045,0,1,0,0,0,-0.9499856776813305
1,1,1,36.0,1,2,0.23422440102965048,0,1,4,0.05855610025741262,0,0,0,1,0,0.5101613454232019
1,3,1,21.0,0,0,0.015216388212891242,0,1,1,0.015216388212891242,0,0,1,0,0,-0.6425863043961658
0,3,1,28.0,2,0,0.015468569817999833,0,1,3,0.005156189939333277,0,0,1,0,0,-0.10463740114712752
1,1,0,23.0,1,0,0.22109807522194713,0,0,2,0.11054903761097357,0,0,1,0,0,-0.48888661775358344
1,3,0,24.0,0,2,0.03259622914329302,0,1,3,0.010865409714431007,0,0,1,0,0,-0.41203677443229225
0,3,1,22.0,0,0,0.015216388212891242,0,1,1,0.015216388212891242,0,0,1,0,0,-0.5657364610748746
0,3,0,31.0,0,0,0.015330377421392339,0,1,1,0.015330377421392339,0,0,0,1,0,0.12591212881674602
0,2,1,46.0,0,0,0.050748620223090936,0,1,1,0.050748620223090936,0,0,0,1,0,1.2786597786361138
0,2,1,23.0,0,0,0.020494635090094415,0,1,1,0.020494635090094415,0,0,1,0,0,-0.48888661775358344
1,2,0,28.0,0,0,0.02469115560854232,0,1,1,0.02469115560854232,0,0,1,0,0,-0.10463740114712752
1,3,1,39.0,0,0,0.015468569817999833,0,1,1,0.015468569817999833,0,0,0,1,0,0.7407108753870755
0,3,1,26.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.2583370877897099
0,3,0,21.0,1,0,0.019177122834302632,0,1,2,0.009588561417151316,0,0,1,0,0,-0.6425863043961658
0,3,1,28.0,1,0,0.030937139635999665,0,1,2,0.015468569817999833,0,0,1,0,0,-0.10463740114712752
0,3,0,20.0,0,0,0.016908073949327893,0,1,1,0.016908073949327893,0,0,1,0,0,-0.719436147717457
0,2,1,34.0,1,0,0.04098927018018883,0,1,2,0.020494635090094415,0,0,0,1,0,0.35646165878061953
0,3,1,51.0,0,0,0.015126992566498259,0,1,1,0.015126992566498259,0,0,0,0,1,1.6629089952425695
1,2,1,3.0,1,1,0.03659756266088288,0,1,3,0.012199187553627628,0,0,0,0,0,-2.025883484179407
0,3,1,21.0,0,0,0.015175789316712771,0,1,1,0.015175789316712771,0,0,1,0,0,-0.6425863043961658
0,3,0,28.0,3,1,0.049707687947515,0,1,5,0.009941537589502999,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,0,0,0.013386510079847098,1,0,1,0.013386510079847098,0,0,1,0,0,-0.10463740114712752
1,1,0,33.0,1,0,0.17566830077223786,1,0,2,0.08783415038611893,0,0,0,1,0,0.27961181545932834
0,2,1,28.0,0,0,0.0,0,1,1,0.0,0,0,1,0,0,-0.10463740114712752
1,3,1,44.0,0,0,0.015468569817999833,0,1,1,0.015468569817999833,0,0,0,1,0,1.1249600919935314
0,3,0,28.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.10463740114712752
1,2,0,34.0,1,1,0.06343577527886367,0,1,3,0.02114525842628789,0,0,0,1,0,0.35646165878061953
1,2,0,18.0,0,2,0.025374310111545468,0,1,3,0.008458103370515155,0,1,0,0,0,-0.8731358343600393
0,2,1,30.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,1,0,0,0.04906228549545483
0,3,0,10.0,0,2,0.04713766070721715,0,1,3,0.015712553569072384,0,0,0,0,0,-1.4879345809303688
0,3,1,28.0,0,0,0.015411575213749286,0,0,1,0.015411575213749286,0,0,1,0,0,-0.10463740114712752
0,3,1,21.0,0,0,0.015094396337354966,1,0,1,0.015094396337354966,0,0,1,0,0,-0.6425863043961658
0,3,1,29.0,0,0,0.015370976317570811,0,1,1,0.015370976317570811,0,0,1,0,0,-0.027787557825836348
0,3,0,28.0,1,1,0.028106928123558056,0,1,3,0.009368976041186017,0,0,1,0,0,-0.10463740114712752
0,3,1,18.0,1,1,0.039452172548431745,0,1,3,0.013150724182810583,0,1,0,0,0,-0.8731358343600393
0,3,1,28.0,0,0,0.014151057562208049,0,1,1,0.014151057562208049,0,0,1,0,0,-0.10463740114712752
1,2,0,28.0,1,0,0.050748620223090936,0,1,2,0.025374310111545468,0,0,1,0,0,-0.10463740114712752
1,2,0,19.0,0,0,0.050748620223090936,0,1,1,0.050748620223090936,0,0,1,0,0,-0.7962859910387481
0,3,1,28.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
1,3,1,32.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,0,1,0,0.20276197213803718
1,1,1,28.0,0,0,0.051822148727810165,0,1,1,0.051822148727810165,0,0,1,0,0,-0.10463740114712752
1,3,0,28.0,1,0,0.031425107138144774,0,1,2,0.015712553569072387,0,0,1,0,0,-0.10463740114712752
1,2,0,42.0,1,0,0.050748620223090936,0,1,2,0.025374310111545468,0,0,0,1,0,0.9712604053509489
0,3,1,17.0,0,0,0.013907073811135496,0,1,1,0.013907073811135496,0,1,0,0,0,-0.9499856776813305
0,1,1,50.0,1,0,0.1091095334796455,0,1,2,0.05455476673982275,0,0,0,1,0,1.5860591519212783
1,1,0,14.0,1,2,0.23422440102965048,0,1,4,0.05855610025741262,0,1,0,0,0,-1.180535207645204
0,3,0,21.0,2,2,0.06709553154495196,0,1,5,0.01341910630899039,0,0,1,0,0,-0.6425863043961658
1,2,0,24.0,2,3,0.03659756266088288,0,1,6,0.006099593776813814,0,0,1,0,0,-0.41203677443229225
0,1,1,64.0,1,4,0.5133418122566507,0,1,6,0.08555696870944177,0,0,0,0,1,2.661956958419355
0,2,1,31.0,0,0,0.020494635090094415,0,1,1,0.020494635090094415,0,0,0,1,0,0.12591212881674602
1,2,0,45.0,1,1,0.05123658772523604,0,1,3,0.01707886257507868,0,0,0,1,0,1.2018099353148226
0,3,1,20.0,0,0,0.018542765081513996,0,1,1,0.018542765081513996,0,0,1,0,0,-0.719436147717457
0,3,1,25.0,1,0,0.015175789316712771,0,1,2,0.0075878946583563854,0,0,1,0,0,-0.33518693111100106
1,2,0,28.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,1,0,0,-0.10463740114712752
1,3,1,28.0,0,0,0.015834545444608664,0,1,1,0.015834545444608664,0,0,1,0,0,-0.10463740114712752
1,1,1,4.0,0,2,0.15977676072337862,0,1,3,0.05325892024112622,0,0,0,0,0,-1.949033640858116
1,2,0,13.0,0,1,0.038061465167318204,0,1,2,0.019030732583659102,0,1,0,0,0,-1.2573850509664952
1,1,1,34.0,0,0,0.051822148727810165,0,1,1,0.051822148727810165,0,0,0,1,0,0.35646165878061953
1,3,0,5.0,2,1,0.03758969818624431,0,0,4,0.009397424546561077,0,0,0,0,0,-1.8721837975368247
1,1,1,52.0,0,0,0.05953203526170282,0,1,1,0.05953203526170282,0,0,0,0,1,1.7397588385638607
0,2,1,36.0,1,2,0.05416439273810667,0,1,4,0.013541098184526668,0,0,0,1,0,0.5101613454232019
0,3,1,28.0,1,0,0.03897240290032268,0,1,2,0.01948620145016134,0,0,1,0,0,-0.10463740114712752
0,1,1,30.0,0,0,0.05416439273810667,0,0,1,0.05416439273810667,0,0,1,0,0,0.04906228549545483
1,1,1,49.0,1,0,0.17391981561855152,0,0,2,0.08695990780927576,0,0,0,1,0,1.5092093085999871
0,3,1,28.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.10463740114712752
1,3,1,29.0,0,0,0.015411575213749286,0,0,1,0.015411575213749286,0,0,1,0,0,-0.027787557825836348
0,1,1,65.0,0,0,0.051822148727810165,0,1,1,0.051822148727810165,0,0,0,0,1,2.738806801740646
1,1,0,28.0,1,0,0.10122885832000206,0,1,2,0.05061442916000103,0,0,1,0,0,-0.10463740114712752
1,2,0,50.0,0,0,0.020494635090094415,0,1,1,0.020494635090094415,0,0,0,1,0,1.5860591519212783
0,3,1,28.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
1,1,1,48.0,0,0,0.051822148727810165,0,1,1,0.051822148727810165,0,0,0,1,0,1.432359465278696
0,3,1,34.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,0,1,0,0.35646165878061953
0,1,1,47.0,0,0,0.07514699533034619,0,1,1,0.07514699533034619,0,0,0,1,0,1.3555096219574048
0,2,1,48.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,0,1,0,1.432359465278696
0,3,1,28.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.10463740114712752
0,3,1,38.0,0,0,0.013760683560491965,0,1,1,0.013760683560491965,0,0,0,1,0,0.6638610320657843
0,2,1,28.0,0,0,0.0,0,1,1,0.0,0,0,1,0,0,-0.10463740114712752
0,1,1,56.0,0,0,0.051822148727810165,0,1,1,0.051822148727810165,0,0,0,0,1,2.0471582118490255
0,3,1,28.0,0,0,0.015078195816283748,1,0,1,0.015078195816283748,0,0,1,0,0,-0.10463740114712752
1,3,0,0.75,2,1,0.03758969818624431,0,0,4,0.009397424546561077,0,0,0,0,0,-2.1987956316523123
0,3,1,28.0,0,0,0.014151057562208049,0,1,1,0.014151057562208049,0,0,1,0,0,-0.10463740114712752
0,3,1,38.0,0,0,0.016908073949327893,0,1,1,0.016908073949327893,0,0,0,1,0,0.6638610320657843
1,2,0,33.0,1,2,0.05416439273810667,0,1,4,0.013541098184526668,0,0,0,1,0,0.27961181545932834
1,2,0,23.0,0,0,0.026919605597338588,0,0,1,0.026919605597338588,0,0,1,0,0,-0.48888661775358344
0,3,0,22.0,0,0,0.019201521209409888,0,1,1,0.019201521209409888,0,0,1,0,0,-0.5657364610748746
0,1,1,28.0,0,0,0.10149724044618187,0,1,1,0.10149724044618187,0,0,1,0,0,-0.10463740114712752
0,2,1,34.0,1,0,0.04098927018018883,0,1,2,0.020494635090094415,0,0,0,1,0,0.35646165878061953
0,3,1,29.0,1,0,0.013752485706455927,0,1,2,0.006876242853227963,0,0,1,0,0,-0.027787557825836348
0,3,1,22.0,0,0,0.014679623960531627,0,1,1,0.014679623960531627,0,0,1,0,0,-0.5657364610748746
1,3,0,2.0,0,1,0.023983602730431916,0,1,2,0.011991801365215958,0,0,0,0,0,-2.1027333275006983
0,3,1,9.0,5,2,0.09154270340242172,0,1,8,0.011442837925302715,0,0,0,0,0,-1.56478442425166
